id,title,content,keywords,category,status,sourceReviewId,createdAt,updatedAt
107,非常抱歉给您带来不好的购物体验…,非常抱歉给您带来不好的购物体验，做为消费者我迫切理解您着急想收到商品的心情，对于物流没有能及时将商品送到您手上，我们也深感抱歉，您的商品由于受到（天气）的客观影响，我们正在竭尽全力的寻求解决办法，将尽快的把商品送到您的手上。,"[""我们也深感抱歉""]",物流,active,31,2026-06-06T06:50:11.163Z,2026-06-06T08:45:00.126Z
108,恶劣天气,我十分理解您的心情，了解到您所在城市存在特殊天气情况导致配送受到影响，目前配送会有所延迟，但是请您不用担心，我们也是在全力配送您的商品，请您耐心等待。,"[""但是请您不用担心"",""请您耐心等待""]",物流,active,30,2026-06-06T06:50:13.226Z,2026-06-06T08:44:51.718Z
109,等待语,尊敬的会员，为了更好更准确地解答您的问题，需要为您核实一下，可能需要一点时间，请您耐心等待哦～,"[""尊敬的会员"",""需要为您核实一下"",""可能需要一点时间"",""请您耐心等待哦""]",通用,active,29,2026-06-06T06:50:13.232Z,2026-06-06T06:50:13.232Z
110,阶段4：仍无改善，礼貌挂机话术,很抱歉，由于您一直使用不恰当的语言，我暂时无法继续为您服务，祝您生活愉快，再见。,"[""很抱歉"",""祝您生活愉快"",""再见""]",安抚反馈,active,28,2026-06-06T06:50:13.239Z,2026-06-06T08:44:48.517Z
111,阶段3：客户仍持续谩骂，第二次提醒,实在抱歉，您现在的情绪比较激动，说的这些话也影响我们正常沟通了。如果您一直这样确实无法继续为您服务。,"[""实在抱歉""]",安抚反馈,active,27,2026-06-06T06:50:13.246Z,2026-06-06T08:44:46.950Z
112,阶段2：客户持续谩骂，第一次提醒,会员，我知道您现在很生气，但一直这样的话，也既解决不了问题，您稍微冷静下,"[""会员"",""但一直这样的话"",""也既解决不了问题"",""您稍微冷静下""]",安抚反馈,active,26,2026-06-06T06:50:13.253Z,2026-06-06T08:44:44.779Z
113,阶段1：客户谩骂，共情,会员，我特别理解您现在的心情，也了解您希望解决这个问题的迫切感。,"[""会员""]",安抚反馈,active,25,2026-06-06T06:50:13.260Z,2026-06-06T08:44:43.735Z
114,一直要电话客服,山姆客服热线电话：4006336868,"[""山姆客服热线电话""]",安抚反馈,active,24,2026-06-06T06:50:13.267Z,2026-06-06T08:44:41.721Z
115,要求升级,您先别着急，您描述一下遇到了什么事情呢，客服这边会如实记录为您处理的,"[""您先别着急""]",安抚反馈,active,23,2026-06-06T06:50:13.275Z,2026-06-06T08:44:40.178Z
116,确认问题,会员请问是遇到了什么问题呢？在线客服也可以为您处理,"[""客服""]",安抚反馈,active,22,2026-06-06T06:50:13.282Z,2026-06-06T08:44:38.182Z
117,长时间没人联系处理安抚2,我明白您的心情，我确实已经给您加急反馈了，专员那边联系可能没有那么快，但是您放心，我知道您是担心您的事情不会处理，山姆这边秉承会员第一的经验理念，一定会为您处理好的,"[""我明白您的心情"",""但是您放心""]",安抚反馈,active,21,2026-06-06T06:50:13.289Z,2026-06-06T08:44:28.952Z
118,长时间没人联系处理安抚1,非常抱歉会员，我收到您的信息马上去核实了，确实给您带来不好的体验了，您看您什么时候方便，我帮您加急催促处理的专员尽快联系您,"[""非常抱歉会员""]",安抚反馈,active,20,2026-06-06T06:50:15.396Z,2026-06-06T08:44:27.695Z
119,不打电话就不走安抚2,抱歉会员，我们很重视您的问题，我明白您想要解决问题的心情，同样我也很急切希望能够帮助到您，但是确实我暂时无法帮到您，所以我为您反馈到了对应专员处，希望可以给到您一个满意的答复,"[""抱歉会员""]",安抚反馈,active,19,2026-06-06T06:50:15.402Z,2026-06-06T08:44:25.856Z
120,马上联系安抚1,您消消气，我明白你的意思，我已经给您直接反馈到为您处理此事的专员处，您稍等片刻专员会尽快给您打电话的,"[""您消消气"",""我明白你的意思""]",安抚反馈,active,18,2026-06-06T06:50:15.410Z,2026-06-06T08:44:24.443Z
121,会员生气要求加急安抚2,我非常理解您的心情，确实这个问题需要一些时间处理，我刚刚为您加急催促了，辛苦您等待一会，后续专员会尽快联系您,"[""辛苦您等待一会""]",安抚反馈,active,17,2026-06-06T06:50:15.416Z,2026-06-06T08:44:23.101Z
122,会员很生气安抚1,您好，给您带来这么多的麻烦实在是非常抱歉，我如果是您也很生气，请您先消消气给我几分钟时间给您反馈处理可以吗,"[""您好""]",安抚反馈,active,16,2026-06-06T06:50:15.422Z,2026-06-06T08:44:21.654Z
123,普通安抚2,真心抱歉，这次可能没有达到您的期望，我们还有上升空间，我们努力完善，争取早日给您提供更好的体验，还请您见谅~,"[""真心抱歉"",""我们还有上升空间"",""我们努力完善"",""还请您见谅""]",安抚反馈,active,15,2026-06-06T06:50:15.430Z,2026-06-06T08:44:19.740Z
124,普通安抚1,非常抱歉给您带来不便，同样作为消费者，我与您感同身受，我们非常渴望得到您的支持与理解，我们也会不断的改善。,"[""同样作为消费者"",""我与您感同身受""]",安抚反馈,active,14,2026-06-06T06:50:15.437Z,2026-06-06T08:44:18.075Z
125,建议3,您好，非常抱歉给您带来的不便，感谢您一直的支持，我们也会尽力优化流程，争取给您带来更好的客户体验~,"[""您好"",""感谢您一直的支持""]",其他,active,13,2026-06-06T06:50:15.443Z,2026-06-06T08:43:55.884Z
126,建议2,亲爱的会员，我也会作为消费者所以非常能理解您的心情，客服会把您的情况反应到相关部门加强优化。,"[""亲爱的会员""]",其他,active,12,2026-06-06T06:50:15.450Z,2026-06-06T08:43:54.812Z
127,建议1,非常理解您的心情，您也是我们的会员用户，肯定经常购买我们的产品，您说的这个我了解了，你们的需求我们都会收集下来，也是作为提升咱们会员满意度的建议～,"[""非常理解您的心情""]",其他,active,11,2026-06-06T06:50:15.458Z,2026-06-06T08:43:53.362Z
128,邀评1,为您服务是我的荣幸，这都是我应该做的 。若有所怠慢的地方，还请多多担怠海涵，如果您对我们的服务满意，烦请您在稍后推送的服务评价中给个鼓励哦~,"[""这都是我应该做的"",""若有所怠慢的地方"",""还请多多担怠海涵""]",通用,active,10,2026-06-06T06:50:17.916Z,2026-06-06T06:50:17.916Z
129,非食安工单联系时效,这边为您反馈后，预计24小时内会通过短信或者电话的形式联系您，辛苦您保持电话畅通,"[""这边为您反馈后""]",通用,active,9,2026-06-06T06:50:17.923Z,2026-06-06T06:50:17.923Z
130,问卡号,为了保证会员信息安全，辛苦您提供一下您的会员卡号，我为您处理问题,"[""我为您处理问题""]",通用,active,8,2026-06-06T06:50:17.932Z,2026-06-06T06:50:17.932Z
131,非常感谢您的耐心等待,非常感谢您的耐心等待,"[""客服""]",通用,active,7,2026-06-06T06:50:17.939Z,2026-06-06T06:50:17.939Z
132,等待歉语,非常抱歉让您久等了，感谢您的理解与支持,"[""客服""]",通用,active,6,2026-06-06T06:50:17.947Z,2026-06-06T08:43:32.593Z
133,,,"[""客服""]",通用,inactive,5,2026-06-06T06:50:17.955Z,2026-06-06T08:43:33.690Z
134,等待语,尊敬的会员，为了更好更准确地解答您的问题，需要为您核实一下，可能需要一点时间，请您耐心等待哦～,"[""尊敬的会员"",""需要为您核实一下"",""可能需要一点时间"",""请您耐心等待哦""]",通用,active,4,2026-06-06T06:50:17.963Z,2026-06-06T06:50:17.963Z
135,结束语,感谢您对山姆会员商店的支持，祝您生活愉快，再见！,"[""祝您生活愉快"",""再见""]",通用,active,3,2026-06-06T06:50:17.972Z,2026-06-06T06:50:17.972Z
136,承接语,您好，请问还有其他需要为您服务的吗？,"[""您好""]",通用,active,2,2026-06-06T06:50:17.980Z,2026-06-06T06:50:17.980Z
137,开头语,您好，我是您的专属客服，很高兴为您服务~,"[""您好"",""我是您的专属客服"",""很高兴为您服务""]",通用,active,1,2026-06-06T06:50:17.987Z,2026-06-06T06:50:17.987Z
138,全球购正品保障承诺,您好，我们的商品都是正品的 这个请您放心的，全球购商品均是从海外直接采购，且商品均为海外原装正品，且需要以您的身份证信息报关进行审核才可到达国内，请您放心的,"[""您好"",""这个请您放心的"",""请您放心的""]",商品,active,198,2026-06-06T07:35:21.700Z,2026-06-06T08:43:01.043Z
139,身份信息验证失败处理,麻烦会员下载APP“掌上海关”/小程序，在“跨境电商个人消费信息”里面“跨境电商个人交易确认”里验证,"[""客服""]",其他,active,197,2026-06-06T07:35:21.710Z,2026-06-06T08:42:59.632Z
140,亲友代提规则说明,您好会员，目前门店自提蛋糕可以支持亲友代提，需凭会员本人的自提码或短信信息代提，代提人需前往门店会员服务中心办理领取手续。部分门店可能要求非会员代提时需提供会员卡号或手机号验证，您可以在自提前先联系门店查询具体代提情况,"[""您好会员""]",其他,active,196,2026-06-06T07:35:21.719Z,2026-06-06T08:42:58.463Z
141,追加评价规则及路径,会员可在订单完成后14日内对所购商品作出首次评价晒单，评价后30日内进行追加评价<br>追评路径：【登录山姆会员商店App】--点击右下角【我的】-【待评价】-【已评价】进行追评,"[""客服""]",商品,active,195,2026-06-06T07:35:21.728Z,2026-06-06T08:42:54.867Z
142,商品评价路径指引,【登录山姆会员商店App】--点击右下角【我的】-【待评价】里对商品进行评价,"[""客服""]",商品,active,194,2026-06-06T07:35:21.739Z,2026-06-06T08:42:53.145Z
143,用户长时间未响应保留方案,会员，因您长时间无响应，暂不帮您进行优惠券的申请，但该方案可为您保留。若您需要，也可后续联系我们进行处理,"[""会员"",""因您长时间无响应"",""若您需要""]",通用,active,193,2026-06-06T07:35:21.748Z,2026-06-06T08:42:29.900Z
144,会员同意方案后续跟进,感谢您的理解了，我这边给您反馈专员申请发放，预计24小时内到账，辛苦您耐心等待下,"[""感谢您的理解了"",""辛苦您耐心等待下""]",补偿,active,192,2026-06-06T07:35:21.757Z,2026-06-06T08:42:12.252Z
145,网购优惠券补偿话术,优基于您的会员服务和您的购物体验，为您申请XX元网购优惠券，满XX.01元即可使用，优惠券不支持叠加使用（门店和全球购商品不支持使用），使用期限60天，24小时内到账，您看可以吗？,"[""使用期限60天"",""24小时内到账"",""您看可以吗""]",补偿,active,191,2026-06-06T07:35:21.768Z,2026-06-06T08:42:10.649Z
146,全球购优惠券补偿话术,基于您的会员服务和您的购物体验，为您申请XX元全球购网购券，满XX.1元即可使用，优惠券不支持叠加使用（仅限全球购商品使用），使用期限7天，24小时内到账，您看可以吗？,"[""使用期限7天"",""24小时内到账"",""您看可以吗""]",补偿,active,190,2026-06-06T07:35:21.776Z,2026-06-06T08:42:09.146Z
147,退包装费补偿方案,基于您的会员服务和您的购物体验，为您申请5元网购优惠券，满5.01元即可使用，优惠券不支持叠加使用（门店和全球购商品不支持使用），使用期限60天，24小时内到账，您看可以吗？,"[""使用期限60天"",""24小时内到账"",""您看可以吗""]",其他,active,189,2026-06-06T07:35:21.785Z,2026-06-06T08:42:06.911Z
148,包装费收取标准解释,尊敬的会员，您好<br>为了确保商品能妥善配送到您的手中，您的订单将使用塑料袋进行包装，按照国家“限塑令”要求，我们需使用塑料袋有偿提供包装服务，收费标准为1元/单；<br>如您选购的商品需要低温保存，为了保证商品在配送过程的温度，我们将使用冷链包装，通过保温袋或冰袋对商品进行全程保温，相应的，我们将额外收取1元包装费用，感谢理解。,"[""尊敬的会员"",""相应的"",""感谢理解""]",其他,active,188,2026-06-06T07:35:24.894Z,2026-06-06T08:42:03.271Z
149,优惠券过期无法补发,亲爱的会员，非常抱歉，因个人未使用原因导致的过期，无法补优惠券的,"[""亲爱的会员"",""非常抱歉"",""无法补优惠券的""]",补偿,active,187,2026-06-06T07:35:24.902Z,2026-06-06T08:42:01.250Z
150,普通网购优惠券发放话术,基于您的会员服务和您的购物体验，为您申请XX元网购优惠券，满XX.01元即可使用，优惠券不支持叠加使用（门店和全球购商品不支持使用），使用期限60天，24小时内到账，您看可以吗？,"[""使用期限60天"",""24小时内到账"",""您看可以吗""]",补偿,active,186,2026-06-06T07:35:24.913Z,2026-06-06T08:41:59.346Z
151,全球购优惠券发放话术,基于您的会员服务和您的购物体验，为您申请XX元全球购网购券，满XXX.1元即可使用，优惠券不支持叠加使用（仅限全球购商品使用），使用期限7天，24小时内到账，您看可以吗？,"[""使用期限7天"",""24小时内到账"",""您看可以吗""]",补偿,active,185,2026-06-06T07:35:24.925Z,2026-06-06T08:41:57.625Z
152,红酒整箱购买建议,尊敬的会员，线上购买都是仓库，根据现有的一个打包条件，进行打包拣货的，如有整箱打包要求，建议您提前门店咨询购买哦~,"[""尊敬的会员"",""线上购买都是仓库"",""进行打包拣货的"",""如有整箱打包要求""]",商品,active,184,2026-06-06T07:35:24.936Z,2026-06-06T08:41:54.579Z
153,商品区别查询引导,亲爱的会员，由于我们没有详细的参数信息，暂时无法为您查询具体区别，建议您咨询专业的商家客服~,"[""亲爱的会员""]",商品,active,183,2026-06-06T07:35:24.945Z,2026-06-06T08:41:53.111Z
154,商品参数缺失引导,非常抱歉，您咨询的这个商品参数我们暂时没有核实到，具体的信息您可以联系商家客服确认一下~~,"[""非常抱歉""]",商品,active,182,2026-06-06T07:35:24.954Z,2026-06-06T08:41:51.470Z
155,商品推荐/对比免责引导,亲爱的会员，每个人体质不同，所以适合的商品也不一样，建议您咨询商家客服~,"[""亲爱的会员"",""每个人体质不同""]",商品,active,181,2026-06-06T07:35:24.962Z,2026-06-06T08:41:49.561Z
156,Member's Mark品牌介绍,尊敬的会员，您好<br>山姆推出全新升级、为会员专属定质的Member's Mark自有品牌。基于对会员的深度洞察以及20多年服务中国会员的经验，山姆在全球进行商品开发,"[""尊敬的会员"",""Mark自有品牌""]",商品,active,180,2026-06-06T07:35:24.971Z,2026-06-06T08:41:47.795Z
157,限购规则解释,您好，您的订单中存在限购商品，同一购买人购买数量已超限购数量，限购维度不仅限于同一会员卡号，还包括同一设备、同一收货手机号，具体限购规则请见商品详情页~,"[""您好"",""还包括同一设备"",""同一收货手机号""]",商品,active,179,2026-06-06T07:35:24.980Z,2026-06-06T08:41:44.838Z
158,采购优惠咨询引导,会员您好，采购的优惠由对应部门的同事负责，您可以按照我给您的路径进行填写，后期专员会联系您沟通的,"[""会员您好""]",其他,active,178,2026-06-06T07:35:26.863Z,2026-06-06T08:41:41.933Z
159,福利采购信息收集模板,尊敬的会员，您好，已经收到您的反馈，辛苦您提交一下以下信息<br>1、联系人姓名：<br>2、公司名称：<br>3、意向门店：<br>4、联系电话：<br>5、期望购买商品/类别<br>6、金额与份数<br>后续会有专员联系您~,"[""尊敬的会员"",""您好"",""已经收到您的反馈"",""联系人姓名"",""<br>2""]",其他,active,177,2026-06-06T07:35:26.871Z,2026-06-06T08:41:38.084Z
160,福利采购申请入口指引,您好，如果您需要批量采购可以登录山姆APP，点击右下角“我的”-“我的服务”-“福利采购”-“立即申请”。按照页面提示填写相关信息并提交，提交后会有专员与您联系。感谢您的耐心等待，我们将尽快为您服务！,"[""您好"",""感谢您的耐心等待""]",其他,active,176,2026-06-06T07:35:26.880Z,2026-06-06T08:41:36.502Z
161,二次修改发票信息收集,您好，请您提供一下需要开票订单号、交易流水号/TC号、发票抬头、税号、需要修改的信息、作废的发票号码、发送邮箱，帮您反馈处理。,"[""您好"",""发票抬头"",""税号"",""需要修改的信息"",""作废的发票号码""]",其他,active,175,2026-06-06T07:35:26.888Z,2026-06-06T08:41:34.766Z
162,首次修改发票信息指引,您可以在App内点击【个人中心】-【我的订单】-【全部订单】-【申请发票】 进行修改哦,"[""进行修改哦""]",其他,active,174,2026-06-06T07:35:26.897Z,2026-06-06T08:41:33.500Z
163,发票审核时效说明,尊敬的会员，您好！如您填写的发票信息无误，电子发票一般为24-48小时内审核，填写的发票信息审核通过后将会发送至您的邮箱内~~,"[""尊敬的会员"",""您好""]",其他,active,173,2026-06-06T07:35:26.906Z,2026-06-06T08:41:32.346Z
164,合并开票限制说明,会员您好，不支持合并开具发票,"[""会员您好""]",其他,active,172,2026-06-06T07:35:26.915Z,2026-06-06T08:41:29.790Z
165,发票开具方式指引,您在山姆会员商店购物时,"[""客服""]",其他,active,171,2026-06-06T07:35:26.924Z,2026-06-06T08:41:28.521Z
166,超时效/大额降价升级处理,抱歉给您带来不好的体验了，关于您反馈的问题，已经帮您反馈，辛苦您耐心等待后续专员给尽快联系您处理。,"[""关于您反馈的问题"",""已经帮您反馈""]",补偿,active,170,2026-06-06T07:35:26.933Z,2026-06-06T08:41:26.963Z
167,7天内小额降价补偿方案,基于您的会员服务和您的购物体验，帮您尝试申请*网购优惠券，满xx.01元即可使用，优惠券不支持叠加使用（门店和全球购商品不支持使用），使用期限60天，24小时内到账，您看可以吗？,"[""使用期限60天"",""24小时内到账"",""您看可以吗""]",补偿,active,169,2026-06-06T07:35:26.942Z,2026-06-06T08:41:20.637Z
168,已发货/不可取消订单价格波动说明,抱歉会员，商品价格会随货量变化及市场情况会有波动，有涨价、降价及优惠促销等变化，您可以实时关注app更新，感谢您的支持与理解。,"[""抱歉会员"",""有涨价""]",物流,active,168,2026-06-06T07:35:29.110Z,2026-06-06T08:42:44.075Z
169,未发货订单重下建议,您好，目前山姆暂无价保服务，查询到您的订单暂时未发货，您可以尝试取消订单重新下单选购更优惠的产品哦~,"[""您好""]",物流,active,167,2026-06-06T07:35:29.119Z,2026-06-06T08:41:07.318Z
170,超30天降价解释安抚,山姆全球购秉承“帮顾客节省每一分钱”的宗旨，商品定价致力于做到全面让利消费者，长期保持优惠价格。但随着市场的变化，价格可能会有变动。感谢您的理解与支持，祝您生活愉快！,"[""长期保持优惠价格"",""但随着市场的变化"",""价格可能会有变动"",""祝您生活愉快""]",其他,active,166,2026-06-06T07:35:29.129Z,2026-06-06T08:40:59.907Z
171,30天内降价升级处理,您好，关于您反馈的问题，已经帮您反馈，辛苦您耐心等待后续专员给您处理。,"[""您好"",""关于您反馈的问题"",""已经帮您反馈""]",其他,active,165,2026-06-06T07:35:29.137Z,2026-06-06T08:40:58.357Z
172,30天内降价资料收集,抱歉给您带来不好的体验了，辛苦您提供商品降价的图片，客服为您核实,"[""客服为您核实""]",其他,active,164,2026-06-06T07:35:29.147Z,2026-06-06T08:40:57.148Z
173,30天内降价解释及核实,山姆全球购秉承“帮顾客节省每一分钱”的宗旨，商品定价致力于做到全面让利消费者，长期保持优惠价格。但随着市场的变化，价格可能会有变动。,"[""长期保持优惠价格"",""但随着市场的变化"",""价格可能会有变动""]",其他,active,163,2026-06-06T07:35:29.157Z,2026-06-06T08:40:55.026Z
174,7天内降价补偿方案(普通网购券),基于您的会员服务和您的购物体验，帮您尝试申请*网购优惠券，满xx.1元即可使用，优惠券不支持叠加使用（门店和全球购商品不支持使用），使用期限60天，24小时内到账，您看可以吗？,"[""使用期限60天"",""24小时内到账"",""您看可以吗""]",补偿,active,162,2026-06-06T07:35:29.167Z,2026-06-06T08:32:45.767Z
175,7天内降价补偿方案(全球购/网购券),感谢您的反馈，我们特殊为您申请*元全球购优惠券，满xx.1元即可使用，优惠券不支持叠加使用（仅限全球购商品支持使用），使用期限7天，24小时内到账，您看可以吗？,"[""感谢您的反馈"",""使用期限7天"",""24小时内到账"",""您看可以吗""]",补偿,active,161,2026-06-06T07:35:29.177Z,2026-06-06T08:32:18.351Z
176,退差价资料收集,尊敬的会员，您好，辛苦您提供一下对应订单号和最新降价的图片，我为您核实具体的情况,"[""尊敬的会员"",""您好""]",商品,active,160,2026-06-06T07:35:29.188Z,2026-06-06T08:31:50.300Z
177,京东旗舰店价格差异说明,尊敬的会员，您好，因为京东山姆旗舰店与山姆App是两个平台，两个平台的优惠券、订单、活动是不相通的，导致价格有所差异，具体请您以页面显示为准~,"[""尊敬的会员"",""您好"",""两个平台的优惠券"",""订单"",""活动是不相通的""]",商品,active,159,2026-06-06T07:35:29.196Z,2026-06-06T08:31:49.155Z
178,线上线下价格差异说明,尊敬的会员，您好，山姆会结合各城市情况，在严格遵循国家相关规定的情况下，对个别商品在线下门店实行“店内惊喜“的活动，让会员在山姆门店充分感受到充满惊喜的寻宝式体验。欢迎您到门店体验。,"[""尊敬的会员"",""您好"",""欢迎您到门店体验""]",商品,active,158,2026-06-06T07:35:32.397Z,2026-06-06T08:31:47.446Z
179,跨境物流周期解释,您好，由于海外商品需要经过跨境运输、 转关、清关、国内派送等过程，仓储物流周期相对较长，商品在有效保质期内，你可放心使用，建议保留,"[""您好"",""转关"",""清关"",""国内派送等过程"",""你可放心使用""]",物流,active,157,2026-06-06T07:35:32.407Z,2026-06-06T08:31:38.350Z
180,全球购日期异议安抚,您好，查看您的商品是在质保期之内的，请您放心使用的~关于您反馈的日期问题，我们也会去记录改善的，希望后期能够为您带来好的购物体验,"[""您好"",""请您放心使用的""]",商品,active,156,2026-06-06T07:35:32.416Z,2026-06-06T08:31:33.738Z
181,全球购批次号核实(已购),亲爱的会员，全球购商品辛苦您提供下订单编号和商品批次号照片（商品批次号在商品的外包装或者内部瓶管身底部，类似英文或者数字钢印）帮您反馈告知,"[""亲爱的会员""]",商品,active,155,2026-06-06T07:35:32.425Z,2026-06-06T08:31:32.549Z
182,全球购日期品质保障,您好，山姆按照国家相关规定建立了严格的保质期管理流程，确保在售商品的安全和品质，请您放心。,"[""您好"",""请您放心""]",商品,active,154,2026-06-06T07:35:32.436Z,2026-06-06T08:31:28.610Z
183,美妆及全球购正品保障,您好，美妆产品有效期通常是3年或5年，最终以您实际收到为准。全球购商品均是从海外直接采购，且商品均为海外原装正品，请您放心的,"[""您好"",""请您放心的""]",商品,active,153,2026-06-06T07:35:32.446Z,2026-06-06T08:31:27.549Z
184,全球购商品有效期说明(未购),您好，商品的到期日需要根据实物商品的批次信息查询，全球购所售商品符合正常售卖期，您可放心下单购买,"[""您好"",""您可放心下单购买""]",商品,active,152,2026-06-06T07:35:32.454Z,2026-06-06T08:40:53.566Z
185,内贸商品生产日期说明,会员您好，由于商品的生产批次不同，所以在线无法查询到具体某款产品的生产日期，但是您放心，山姆的商品生产日期都是近期的,"[""会员您好"",""但是您放心""]",商品,active,151,2026-06-06T07:35:32.463Z,2026-06-06T08:40:51.541Z
186,品先试中奖进度查询,亲爱的会员，品先试活动由人工进行审核，请您耐心等待一下~后续中奖名单会在活动结束后的20个工作日内容公布,"[""亲爱的会员"",""请您耐心等待一下""]",其他,active,150,2026-06-06T07:35:32.472Z,2026-06-06T08:42:38.099Z
187,品先试未中选原因反馈,亲爱的会员，抱歉给您带来了不好的体验，品先试活动由人工进行审核，我这边帮您反馈查询您未中奖的原因,"[""亲爱的会员""]",其他,active,149,2026-06-06T07:35:32.481Z,2026-06-06T08:40:49.092Z
188,品先试活动规则详解,亲爱的会员您好，品先试活动目前需要近30天在山姆app购买过商品并且订单状态是已完成的状态（不限商品），如果您在活动开始前已购买活动商品但是未发布过该商品的晒单活动，并且订单仍在可评价时间范围内，也可以报名参加同一商品线上品先试活动。活动目前仅支持在山姆app上购买的近30天已完成且符合评价的订单参加，评价要求不小于100字并且上传三张图片。详细规则您可以点击品先试活动规则查看，后续中奖名单会在活动结束后的20个工作日内容公布，感谢您的支持~,"[""亲爱的会员您好"",""感谢您的支持""]",其他,active,148,2026-06-06T07:35:34.790Z,2026-06-06T08:40:47.656Z
189,618大促活动咨询,会员您好，现在已经是618活动期间了，优惠都已显示在页面，具体以您结算时显示的活动为准哦~,"[""会员您好""]",其他,active,147,2026-06-06T07:35:34.799Z,2026-06-06T08:40:46.181Z
190,线上线下活动差异,抱歉会员，由于不同门店的线下活动不同，所以未同步到线上客服处，辛苦您提供一下您的城市和区域，客服帮您查询一下您地区线下门店的电话，您可以联系线下门店咨询一下具体活动~,"[""抱歉会员""]",其他,active,146,2026-06-06T07:35:34.807Z,2026-06-06T08:40:44.851Z
191,历史价格差异说明,亲爱的会员您好~不同时间段的价格都不相同，具体价格以您购买时为准哦，后续有任何问题都可以再次联系我们哦~,"[""亲爱的会员您好""]",其他,active,145,2026-06-06T07:35:34.817Z,2026-06-06T08:40:42.853Z
192,当前优惠活动查询,会员您好，优惠都已显示在页面，具体以您结算时显示的活动为准哦~,"[""会员您好""]",其他,active,144,2026-06-06T07:35:34.827Z,2026-06-06T08:40:29.956Z
193,国补活动咨询,抱歉会员，目前线上未参与国补活动，线下是否有国补活动具体需要您与当地门店确认，您看需要客服为您查询当地门店电话吗？,"[""抱歉会员""]",商品,active,143,2026-06-06T07:35:34.839Z,2026-06-06T08:31:23.292Z
194,未收到礼品袋解释,由于礼品袋库存有限，先到先得，如果您购买商品时有显示赠送礼品袋，代表还有库存会有礼品袋赠送的，如果没有就没有库存了，还请您谅解,"[""先到先得"",""还请您谅解""]",商品,active,142,2026-06-06T07:35:34.848Z,2026-06-06T08:31:20.334Z
195,礼品袋配置说明,您好会员，如果商品有配备礼品袋会在商品详情页显示礼袋配置，有部分商品不配备礼品袋，如您需要也可以尝试备注需要礼品袋，具体以您收到为准，感谢您的支持和理解！,"[""您好会员"",""具体以您收到为准""]",商品,active,141,2026-06-06T07:35:34.856Z,2026-06-06T08:31:18.504Z
196,长期无货共情反馈,作为消费者我非常理解会员您的心情，针对您反馈的商品无货问题我们也会记录，不断完善优化会员的体验,"[""客服""]",商品,active,140,2026-06-06T07:35:34.866Z,2026-06-06T08:31:16.657Z
197,预计补货周期及通知,您好，请您不要着急，您无法购买到您心爱的商品，应该是商品暂时缺货了，我们一般会在2周-1个月之内进行补货的，您可以点击页面的到货通知，商品到货的话，您可以收到相关通知~,"[""您好"",""请您不要着急"",""商品到货的话""]",商品,active,139,2026-06-06T07:35:34.874Z,2026-06-06T08:31:15.208Z
198,补货时间不确定安抚,亲爱的会员您好，确实非常抱歉，目前确实没有具体的补货时间，您如果比较着急，建议您购买相似的产品或者及时关注山姆app~!,"[""亲爱的会员您好"",""确实非常抱歉"",""您如果比较着急""]",商品,active,138,2026-06-06T07:35:37.204Z,2026-06-06T08:31:13.350Z
199,全城配缺货致歉,我理解您的心情，确实很抱歉，由于网上商店和实体门店共享库存，且在同步销售商品的。假如您在网站上购买的时候，店里已经有人从货架上买走这个商品。在您订单被拣货的时候会发现商品缺货，我们也期望您能够买到心仪的商品，对于这个情况也恳请您的谅解。,"[""我理解您的心情"",""确实很抱歉""]",物流,active,137,2026-06-06T07:35:37.213Z,2026-06-06T08:31:11.947Z
200,极速达缺货解释,很抱歉给您带来不便，由于每个区域云仓的库存量不同，当天售完后可能会出现缺货的情况。建议您可以次日再留意看看。,"[""客服""]",物流,active,136,2026-06-06T07:35:37.222Z,2026-06-06T08:31:06.742Z
201,门店有货确认提醒,您好会员，刚刚联系门店确认，目前您询问的这个商品现在还有库存，您可以前往购买，由于门店库存是实时浮动的，您前往门店之前需要再联系门店确认一下哦,"[""您好会员"",""刚刚联系门店确认"",""您可以前往购买""]",商品,active,135,2026-06-06T07:35:37.231Z,2026-06-06T08:31:04.345Z
202,门店库存查询确认,您好会员，请问是哪个门店呢，我帮您联系门店确认一下,"[""您好会员"",""请问是哪个门店呢""]",商品,active,134,2026-06-06T07:35:37.239Z,2026-06-06T08:31:03.027Z
203,已下架商品咨询-门店购买建议,如果您比较着急的话，您可以尝试前往门店购买，由于门店库存是实时浮动的 ，前往门店之前您可以先咨询一下门店该商品是否有货哦,"[""客服""]",商品,active,133,2026-06-06T07:35:37.249Z,2026-06-06T08:31:01.185Z
204,已下架商品咨询-无货说明,抱歉会员，您在app搜索不到该商品，可能是因为您的地址暂时无货了，所以我们做了下架处理，后期商品采购到货，会再次安排上架的，您后期可以关注一下的。,"[""抱歉会员"",""后期商品采购到货"",""会再次安排上架的""]",商品,active,132,2026-06-06T07:35:37.258Z,2026-06-06T08:30:24.432Z
205,选品反馈致谢,感谢您的关注和反馈，我们会反馈到相关部门，感谢您的支持！,"[""感谢您的支持""]",其他,active,131,2026-06-06T07:35:37.266Z,2026-06-06T08:12:41.986Z
